Title,Cleaned_Content,Publication_Date,Source_URL,Category
North Carolina state workers' health plan ending coverage for certain weight-loss drugs,"Weight-loss medications, which have skyrocketed in popularity, have accounted for 10% of overall cost of prescriptions for NC health plan, leading to concerns over cost.","Fri, 26 Jan 2024 14:33:28 -0500",https://www.foxnews.com/politics/north-carolina-state-workers-health-plan-ending-coverage-certain-weight-loss-drugs,Others
Trump slams Senate border package as a ‘gift to the Radical Left Democrats',"Former President Donald Trump is taking aim at an emerging Senate border package, warning Republicans that it won't secure the border and will be a ""gift"" to Dems.","Fri, 26 Jan 2024 14:32:34 -0500",https://www.foxnews.com/politics/trump-slams-senate-border-package-gift-radical-left-democrats,Others
Ex-FBI official who shut down Hunter Biden lines of investigation violated Hatch Act with anti-Trump posts,"EXCLUSIVE: The Justice Department’s Office of Special Counsel determined that a former FBI official violated the Hatch Act in his political posts on social media—the same official whistleblowers warned showed a “pattern of active public partisanship"" that “likely affected"" investigations involving former President Trump and Hunter Biden.","Fri, 26 Jan 2024 14:03:03 -0500",https://www.foxnews.com/politics/ex-fbi-official-shut-down-hunter-biden-lines-investigation-violated-hatch-act-anti-trump-posts,Terrorism
Democratic Rep Ruppersberger resigning from House at end of year,"Rep. Dutch Ruppersberger, D-Md., released a statement Friday announcing his departure from Congress at the end of they year and called on ""thoughtful, end-game representatives"" to step up.","Fri, 26 Jan 2024 13:55:21 -0500",https://www.foxnews.com/politics/democratic-rep-ruppersberger-resigning-house-end-year,Others
Sen. Tillis schools anti-Israel protester on Hamas in hallway confrontation: 'Dictators',"Sen. Thom Tillis, R-N.C., confronted a protester at Dirksen Senate Office, asserting Hamas' responsibility for Palestinian suffering and challenging the claim of their legitimate election in 2006.","Fri, 26 Jan 2024 13:03:08 -0500",https://www.foxnews.com/politics/sen-tillis-schools-anti-israel-protester-on-hamas-in-hallway-confrontation,Terrorism
Texas lawmaker calls for AG Ken Paxton impeachment inquiry to be reopened,Texas state Sen. Drew Springer wants Attorney General Ken Paxton to face renewed impeachment charges in response to Paxton's filing in a whistleblower lawsuit.,"Fri, 26 Jan 2024 12:42:07 -0500",https://www.foxnews.com/politics/texas-lawmaker-calls-ag-ken-paxton-impeachment-inquiry-reopened,Others
GA Senate launches committee to probe Trump prosecutor Fani Willis for 'improper' affair,Georgia's GOP-controlled state Senate on Friday voted to form a special committee to investigate Fulton County District Attorney Fani Willis.,"Fri, 26 Jan 2024 12:24:48 -0500",https://www.foxnews.com/politics/ga-senate-launches-committee-probe-trump-prosecutor-fani-willis-improper-affair,Others
Biden's approval rating lowest for third-year president since Carter,"President Biden's average job approval rating has fallen for the third year in a row, now lower than any other president since Jimmy Carter, according to Gallup.","Fri, 26 Jan 2024 12:19:14 -0500",https://www.foxnews.com/politics/bidens-approval-rating-lowest-third-year-president-since-carter,Others
Eric Swalwell calls out soft-on-crime prosecutors for letting 'dangerous people threaten our kids',"Rep. Eric Swalwell set his sights on soft-on-crime prosecutors, saying their actions threaten kids. The California lawmaker's thoughts deviate from other Democrats.","Fri, 26 Jan 2024 12:12:48 -0500",https://www.foxnews.com/politics/eric-swalwell-calls-out-soft-on-crime-prosecutors-for-letting-dangerous-people-threaten-our-kids,Others
"GOP lawmaker moves to defund ‘sanctuary’ cities, slams ‘hypocrisy’ as they seek federal aid for migrant crisis","Rep. August Pfluger, R-Texas, is introducing legislation that would strip grant funding from sanctuary cities as the country deals with a historic migrant crisis.","Fri, 26 Jan 2024 12:11:17 -0500",https://www.foxnews.com/politics/gop-lawmaker-moves-defund-sanctuary-cities-slams-hypocrisy-they-seek-federal-aid-migrant-crisis,Others
House GOP leaders eye Democrats for help on $80 billion tax bill as Republicans defect,"Congress rolled out a bipartisan, bicameral $78 billion tax policy bill earlier this week, and it's already hit speed bumps before House lawmakers are even back in D.C.","Fri, 26 Jan 2024 11:23:45 -0500",https://www.foxnews.com/politics/house-gop-leaders-eye-democrats-help-80b-tax-bill-republicans-defect,Others
Minnesota lawmakers initiate debate on physician-assisted suicide bill,"The Minnesota Legislature initiated discussions on physician-assisted suicide, with a House health committee holding a hearing before the formal legislative session.","Fri, 26 Jan 2024 11:03:00 -0500",https://www.foxnews.com/politics/minnesota-lawmakers-initiate-debate-physician-assisted-suicide-bill,Others
Speaker Johnson says House will vote on impeaching Mayorkas 'as soon as possible',House Speaker Mike Johnson signaled to colleagues that he wants to move quickly on the impeachment process of Homeland Security Secretary Alejandro Mayorkas.,"Fri, 26 Jan 2024 10:00:40 -0500",https://www.foxnews.com/politics/speaker-johnson-says-house-vote-impeaching-mayorkas-soon-possible,Others
Dozens of Senate Republicans warn Biden's latest war on energy empowers America's enemies,"FIRST ON FOX: A group of 25 Republicans in the Senate blasted the Biden administration for taking action to restrict U.S. natural gas exports, a move they say empowers Russia.","Fri, 26 Jan 2024 09:58:36 -0500",https://www.foxnews.com/politics/dozens-senate-republicans-warn-bidens-latest-war-energy-empowers-americas-enemies,Others
Delaware governor proposes state budget increase despite predicted revenue decline,"DE Gov. Carney proposed an 8% increase in the state's operating budget for the upcoming fiscal year, due in part to state employee raises, despite a projected revenue decline.","Fri, 26 Jan 2024 09:20:36 -0500",https://www.foxnews.com/politics/delaware-governor-proposes-state-budget-increase-despite-predicted-revenue-decline,Others
Georgia legislators approve bill defining antisemitism in state law,"In solidarity with their Jewish constituents, Georgia lawmakers passed a bill that would define antisemitism in state law. Some critics fear the law will suppress dissenting opinions.","Fri, 26 Jan 2024 09:11:51 -0500",https://www.foxnews.com/politics/georgia-legislators-approve-bill-defining-antisemitism-state-law,Others
Trump opposes plan to pressure RNC into making him the GOP's 'presumptive nominee',"Former President Donald Trump does said he does not support RNC efforts to declare him the Republican Party's ""presumptive nominee"" as the primary elections continue.","Fri, 26 Jan 2024 08:53:04 -0500",https://www.foxnews.com/politics/trump-opposes-plan-pressure-rnc-making-gops-presumptive-nominee,Others
Justice Department announces new resources to combat violent crime in DC,"The Justice Department is using new resources to help fight back against the crime crisis exploding in Washington, D.C., including a rise in robberies and carjackings.","Fri, 26 Jan 2024 08:35:46 -0500",https://www.foxnews.com/politics/justice-department-announces-new-resources-combat-violent-crime-dc,Others
West Virginia legislators reject bill to expand law enforcement database of DNA,"WV lawmakers voted against a bill that would have allowed taking DNA from adults arrested on felony charges of violence against someone, burglary or a case involving a minor.","Fri, 26 Jan 2024 08:27:06 -0500",https://www.foxnews.com/politics/west-virginia-legislators-reject-bill-expand-law-enforcement-database-dna,Others
"Senate Commerce Republicans probe Chicago’s migrant shelters at airports, warn of 'illegal immigrant magnet'",Republicans on the Senate Commerce Committee are looking into Chicago's housing of migrants in its airports as it struggles to cope with the numbers coming in.,"Fri, 26 Jan 2024 07:31:34 -0500",https://www.foxnews.com/politics/senate-commerce-republicans-probe-chicagos-migrant-shelters-at-airports-warn-of-illegal-immigrant-magnet,Others
First-ever chief White House diversity advisor leaving Biden administration,"Michael Leach, the first-ever chief of diversity and inclusion for the White House, is leaving his position in President Biden's administration, according to reports.","Fri, 26 Jan 2024 07:14:48 -0500",https://www.foxnews.com/politics/first-ever-chief-white-house-diversity-advisor-leaving-biden-administration,Others
PA Gov. Shapiro to address state's struggling higher education system in upcoming budget proposal,Pennsylvania Gov. Josh Shapiro plans to address the state's struggling higher education system in his upcoming budget proposal by providing aid to universities.,"Fri, 26 Jan 2024 06:51:14 -0500",https://www.foxnews.com/politics/pa-gov-shapiro-address-states-struggling-higher-education-system-upcoming-budget-proposal,Others
White House halts enormous natural gas projects in victory for environmentalists,"The White House announced Friday that it is halting pending liquefied natural gas export terminal projects opposed but environmentalists, but supported by industry.","Fri, 26 Jan 2024 05:00:36 -0500",https://www.foxnews.com/politics/white-house-halts-enormous-natural-gas-projects-victory-environmentalists,Others
Haley unmoved amid growing calls to leave 2024 race and back Trump,"The 2024 Republican primary is in full swing, as former President Donald Trump continues to hold a commanding lead over former South Carolina Gov. Nikki Haley.","Thu, 18 Jan 2024 20:35:33 -0500",https://www.foxnews.com/politics/state-of-the-2024-republican-primary-where-the-race-stands,Others
Xi Jinping celebrates China’s rising power — and his own,President Xi Jinping opened China’s twice-per decade Communist Party Congress on Wednesday hailing the reforms he put in place during his first five-year term and sharing his vision for where he hopes to take the nation. William Brangham reports on the congress as it prepares to announce Xi’s successor and how new leadership may transform China’s role as a global economic partner.,"Wed, 18 Oct 2017 22:35:21 +0000",http://www.pbs.org/newshour/bb/xi-jinping-celebrates-chinas-rising-power/,Others
"The battle for Mosul is over, but this hidden ISIS danger could lurk for years","Iraq may have ousted Islamic States militants from the city of Mosul over the summer, but the major task of finding and destroying the mines, booby traps and bombs remains. A security firm hired by the U.S. and Iraqi workers are making progress to clear major areas, but it could take years or even decades. Special correspondent Marcia Biggs reports on the safety of Mosul after ISIS.","Wed, 18 Oct 2017 22:20:26 +0000",http://www.pbs.org/newshour/bb/battle-mosul-hidden-isis-danger-lurk-years/,Others
"As Rohingya refugees continue to flee from persecution, here’s how you can help","More than 500,000 Rohingya Muslims have fled their homes since August to escape systematic violence at the hands of government soldiers in Myanmar. Here's how you can help.","Wed, 18 Oct 2017 20:58:34 +0000",http://www.pbs.org/newshour/rundown/rohingya-refugees-continue-flee-persecution-heres-can-help/,Others
Tillerson: ‘Heartbreaking’ reports of suffering in Myanmar,"WASHINGTON — Secretary of State Rex Tillerson is condemning reported atrocities committed against Rohingya Muslims in Myanmar, and he says those responsible — perhaps the country's military — will be held accountable.","Wed, 18 Oct 2017 15:36:51 +0000",http://www.pbs.org/newshour/rundown/tillerson-heartbreaking-reports-suffering-myanmar/,Others
Far-right groups gain ground in Sweden and Germany amid migrant influx,"Sunday’s election in Austria brought victory to 31-year-old Sebastian Kurz, who was elected chancellor on an anti-immigrant platform. Earlier, a strengthened far-right party dealt a blow to returning leader Angela Merkel in Germany’s election. As Sweden’s election approaches next year, special correspondent Michael Brabant surveys the changing political landscape in Europe.","Tue, 17 Oct 2017 22:30:37 +0000",http://www.pbs.org/newshour/bb/far-right-groups-gain-ground-sweden-germany-amid-migrant-influx/,Terrorism
U.S.-backed Syrian forces recapture Raqqa from Islamic State group,U.S.-backed Syrian Democratic Forces announced Tuesday that they had captured the city of Raqqa from Islamic State militants.,"Tue, 17 Oct 2017 16:57:20 +0000",http://www.pbs.org/newshour/rundown/u-s-backed-syrian-forces-recapture-raqqa-from-islamic-state-group/,Others
WATCH: Trump and Greek prime minister hold joint news conference,President Donald Trump says the U.S. stands with Greece as they recover from their economic crisis.,"Tue, 17 Oct 2017 16:28:24 +0000",http://www.pbs.org/newshour/rundown/watch-live-trump-and-greek-prime-minister-hold-joint-press-conference/,Others
"U.S., Japan agree to maximize diplomatic pressure on North Korea","TOKYO — U.S. and Japanese diplomats agreed Tuesday to maximize pressure on North Korea to resolve tensions over its nuclear program, while citing the need to be prepared for the worst if diplomacy fails.","Tue, 17 Oct 2017 13:01:05 +0000",http://www.pbs.org/newshour/rundown/u-s-japan-agree-maximize-diplomatic-pressure-north-korea/,Others
News Wrap: Dozens missing after deadly Mogadishu truck bombing,"In our news wrap Monday, more than 300 people are confirmed dead and nearly 400 wounded after Saturday’s massive truck bombing in Somalia’s capital Mogadishu. The government blamed the al-Qaida-linked group al-Shabab. Also, 31-year-old conservative Sebastian Kurz is set to become the Austria’s next leader in another shift to the right in European politics.","Mon, 16 Oct 2017 22:45:17 +0000",http://www.pbs.org/newshour/bb/news-wrap-dozens-missing-deadly-mogadishu-truck-bombing/,Others
Why a power struggle has broken out over Kirkuk,"Two vital American allies have reignited their rivalry in Iraq. After months of simmering tensions, national military forces and militia moved to push Kurdish forces out of the disputed city of Kirkuk. Three weeks ago, the Kurds held a referendum to split from Iraq. Lisa Desjardins reports and Judy Woodruff talks with Emma Sky of Yale University and Feisal Istrabadi of Indiana University.","Mon, 16 Oct 2017 22:40:31 +0000",http://www.pbs.org/newshour/bb/power-struggle-broken-kirkuk/,Others
Rex Tillerson says continue diplomacy with North Korea ‘until first bomb drops’,"That statement comes despite President Donald Trump's tweets a couple of weeks ago that his chief envoy was ""wasting his time"" trying to negotiate with ""Little Rocket Man,"" a mocking nickname Trump has given the nuclear-armed nation's leader, Kim Jong Un.","Mon, 16 Oct 2017 11:08:00 +0000",http://www.pbs.org/newshour/rundown/rex-tillerson-says-continue-diplomacy-north-korea-first-bomb-drops/,Others
"Iraqi, Kurdish forces in standoff, weeks after Kurdish vote for independence","Iraqi army and Kurdish troops are in a standoff in Kirkuk, a city located in the Kurdistan region, which voted for independence from Iraq last month. Kirkuk holds 10 percent of Iraq’s oil reserves. Washington Post reporter Loveday Morris, who is covering the standoff, joins Hari Sreenivasan via Skype from Baghdad.","Sun, 15 Oct 2017 20:33:23 +0000",http://www.pbs.org/newshour/bb/iraqi-kurdish-forces-standoff-weeks-kurdish-vote-independence/,Others
South Sudan civil war causes Africa’s worst refugee crisis,"South Sudan’s four-year civil war has left half of the nation’s population, 6 million people, in need of humanitarian aid and caused one of the world’s worst refugee crises. With support from the U.S. Holocaust Memorial Museum’s Center for the Prevention of Genocide, NewsHour Weekend Special Correspondent Simona Foltyn and journalist Jason Patinkin traveled to Uganda to meet people desperate for asylum.","Sun, 15 Oct 2017 19:26:17 +0000",http://www.pbs.org/newshour/bb/south-sudan-civil-war-causes-africas-worst-refugee-crisis/,Others
Hundreds dead after massive truck bomb strikes Mogadishu,At least 231 people were killed and hundreds more wounded after a massive truck bomb on Saturday struck Somalia's capital city of Mogadishu.,"Sun, 15 Oct 2017 16:27:49 +0000",http://www.pbs.org/newshour/rundown/hundreds-dead-massive-truck-bomb-strikes-mogadishu/,Others
Column: Why reporting from South Sudan is so difficult — and critically needed,"The war has had a devastating impact on South Sudanese communities, but much of it has remained out of the limelight of international media.","Sun, 15 Oct 2017 14:27:40 +0000",http://www.pbs.org/newshour/updates/reporters-notebook-reporting-south-sudan-difficult-critically-needed/,Others
Women take the lead in India’s Republic Day parade,"Every year, the country celebrates the day its constitution came into effect with a grand spectacle.","Fri, 26 Jan 2024 09:05:05 GMT",https://www.bbc.co.uk/news/world-asia-india-68091821?at_medium=RSS&at_campaign=KARANGA,Others
India calls Pakistan's claim of targeted killings 'false',Islamabad on Thursday accused India of killing two of its citizens on its soil in 2023.,"Fri, 26 Jan 2024 07:04:26 GMT",https://www.bbc.co.uk/news/world-asia-india-68091822?at_medium=RSS&at_campaign=KARANGA,Others
Umar Khalid: Indian activist languishes in jail without bail or trial,"Umar Khalid, who was arrested three years ago for alleged involvement in riots, is still waiting for a trial.","Tue, 23 Jan 2024 00:32:22 GMT",https://www.bbc.co.uk/news/world-asia-india-67980484?at_medium=RSS&at_campaign=KARANGA,Terrorism
Adani Ports: The Tamil Nadu villagers taking on a billionaire's port plan,Locals in 100 villages of Tamil Nadu state are fighting the expansion of a port owned by Gautam Adani.,"Wed, 24 Jan 2024 02:39:32 GMT",https://www.bbc.co.uk/news/world-asia-india-67942639?at_medium=RSS&at_campaign=KARANGA,Others
"Bopanna, 43, becomes oldest tennis world number one",Rohan Bopanna becomes the oldest tennis world number one aged 43 after he and Matthew Ebden reach the Australian Open doubles semi-finals.,"Wed, 24 Jan 2024 07:45:59 GMT",https://www.bbc.co.uk/sport/tennis/68078338?at_medium=RSS&at_campaign=KARANGA,Others
Watch: Crowds at India's new Ram temple in Ayodhya day after opening,The grand temple dedicated to the Hindu God Ram was inaugurated by Prime Minister Narendra Modi on Monday.,"Tue, 23 Jan 2024 09:47:15 GMT",https://www.bbc.co.uk/news/world-asia-india-68066261?at_medium=RSS&at_campaign=KARANGA,Others
Ayodhya Ram Mandir: India PM Modi inaugurates Hindu temple on razed Babri mosque site,"The rituals were led by PM Narendra Modi, while opposition leaders and some Hindu seers stayed away.","Mon, 22 Jan 2024 16:00:06 GMT",https://www.bbc.co.uk/news/world-asia-india-68003095?at_medium=RSS&at_campaign=KARANGA,Others
Sony calls off merger with India media giant Zee,Zee considers legal action after Sony ends the planned $10bn merger of the firms' Indian operations.,"Mon, 22 Jan 2024 09:56:59 GMT",https://www.bbc.co.uk/news/business-68054056?at_medium=RSS&at_campaign=KARANGA,Others
Watch: Indian PM Modi inaugurates temple in Ayodhya,The opening of the grand temple comes ahead of India's general elections.,"Mon, 22 Jan 2024 08:06:54 GMT",https://www.bbc.co.uk/news/world-asia-india-68053468?at_medium=RSS&at_campaign=KARANGA,Others
India v Afghanistan: Two super overs as Rohit Sharma hits record century in T20 series win,Captain Rohit Sharma hits a record fifth T20 international century as India secure a 3-0 series win over Afghanistan after two super overs.,"Wed, 17 Jan 2024 18:12:27 GMT",https://www.bbc.co.uk/sport/cricket/68011673?at_medium=RSS&at_campaign=KARANGA,Others
Man locked in SpiceJet plane toilet for over an hour,The passenger got stuck inside the lavatory of a SpiceJet flight after the door malfunctioned mid-journey.,"Wed, 17 Jan 2024 07:32:42 GMT",https://www.bbc.co.uk/news/world-asia-india-68002986?at_medium=RSS&at_campaign=KARANGA,Others
Flight cancellations: Airport chaos angers Indians as fog hits travel,"A man was arrested for slapping a pilot, while others were seen eating food on the Mumbai airport tarmac.","Tue, 16 Jan 2024 11:13:48 GMT",https://www.bbc.co.uk/news/world-asia-india-67978572?at_medium=RSS&at_campaign=KARANGA,Others
"India v England: Relaxed, fit tourists look for series win for the ages","England's record in India is better than most, but merely staying competitive will be a fine achievement, writes Stephan Shemilt.","Wed, 24 Jan 2024 14:52:25 GMT",https://www.bbc.co.uk/sport/cricket/68069988?at_medium=RSS&at_campaign=KARANGA,Others
Ayodhya: Temple to open at India’s religious fault-line,The new temple in Ayodhya has stirred up memories for the community caught up in 1992's violence.,"Sun, 21 Jan 2024 01:50:07 GMT",https://www.bbc.co.uk/news/world-asia-india-68030712?at_medium=RSS&at_campaign=KARANGA,Others
Kashmir's rare snowless winter sets off alarm bells,Experts say that the absence of snowfall this winter will lead to water scarcity and derail the economy.,"Fri, 19 Jan 2024 03:54:53 GMT",https://www.bbc.co.uk/news/world-asia-india-68015106?at_medium=RSS&at_campaign=KARANGA,Others
Lakshadweep: Can India's 'alternative Maldives' handle mass tourism?,Indian PM Modi's recent visit to Lakshadweep could spark a tourist surge - but is the island chain ready?,"Thu, 18 Jan 2024 04:08:29 GMT",https://www.bbc.co.uk/news/world-asia-india-67911165?at_medium=RSS&at_campaign=KARANGA,Others
Gujarat boat capsize victims 'not given life jackets',Parents of students who died after a boat capsized in India's Gujarat state allege negligence by authorities.,"Fri, 19 Jan 2024 05:08:57 GMT",https://www.bbc.co.uk/news/world-asia-india-68027147?at_medium=RSS&at_campaign=KARANGA,Others
What Rahul Gandhi's march means for India election,"The Congress leader's cross-country march began with hope, but analysts doubt its electoral impact.","Mon, 15 Jan 2024 08:38:23 GMT",https://www.bbc.co.uk/news/world-asia-india-67911170?at_medium=RSS&at_campaign=KARANGA,Others
Agatha Christie: The Indian hotel murder that inspired the queen of crime,"The sensational case, which made global headlines, is said to have influenced Christie's first book.","Sat, 13 Jan 2024 22:26:16 GMT",https://www.bbc.co.uk/news/world-asia-india-67943375?at_medium=RSS&at_campaign=KARANGA,Others
Bengaluru: Why English is dividing people in India's Silicon Valley,Kannada-language protesters recently hit the headlines for tearing down English billboards in Bengaluru.,"Fri, 12 Jan 2024 00:20:40 GMT",https://www.bbc.co.uk/news/world-asia-india-67889621?at_medium=RSS&at_campaign=KARANGA,Terrorism
Bihar men conned by 'impregnating women' job scam,Scammers in Bihar state promised to pay huge sums of money to men to get childless women pregnant.,"Wed, 10 Jan 2024 00:00:22 GMT",https://www.bbc.co.uk/news/world-asia-india-67860456?at_medium=RSS&at_campaign=KARANGA,Others
Maldives: Maldivians debate India's 'boycott' of their nation,Tensions have escalated after three Maldivian ministers made derogatory comments about India's PM Modi.,"Thu, 11 Jan 2024 07:28:52 GMT",https://www.bbc.co.uk/news/world-asia-india-67942642?at_medium=RSS&at_campaign=KARANGA,Others
Plane gets jammed under bridge in India,The scrap fuselage was on its way to Assam from Mumbai on a lorry when it got stuck.,"Fri, 29 Dec 2023 23:17:00 GMT",https://www.bbc.co.uk/news/world-asia-india-67843833?at_medium=RSS&at_campaign=KARANGA,Others
Intruder jumps on table in Indian parliament,Lawmakers said two men jumped into the well of the house from the visitors' gallery.,"Wed, 13 Dec 2023 09:49:30 GMT",https://www.bbc.co.uk/news/world-asia-india-67700660?at_medium=RSS&at_campaign=KARANGA,Others
Moment worker is pulled from collapsed tunnel,Fourty-one Indian workers are finally rescued from a tunnel that partially caved in after a landslide.,"Tue, 28 Nov 2023 15:13:21 GMT",https://www.bbc.co.uk/news/world-asia-india-67552409?at_medium=RSS&at_campaign=KARANGA,Others
First video of trapped tunnel workers in India,Rescuers have shared a video of the 41 workers who have been trapped inside a tunnel since 12 November.,"Tue, 21 Nov 2023 05:58:33 GMT",https://www.bbc.co.uk/news/world-asia-india-67482786?at_medium=RSS&at_campaign=KARANGA,Others
Andhra Pradesh: Drone footage shows aftermath of deadly India train crash,"A preliminary investigation has found that ""human error"" led to the collision, officials say.","Mon, 30 Oct 2023 06:08:55 GMT",https://www.bbc.co.uk/news/world-asia-india-67258761?at_medium=RSS&at_campaign=KARANGA,Others
India flash floods: More than 100 missing in Sikkim state,Hundreds of search and rescue officers have been deployed across the state of Sikkim.,"Thu, 05 Oct 2023 07:25:09 GMT",https://www.bbc.co.uk/news/world-67015721?at_medium=RSS&at_campaign=KARANGA,Others
